model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize
 Focus,2019,16997,Manual,6837,Petrol,150,60.1,1.0
 Focus,2018,16997,Manual,8954,Petrol,145,60.1,1.0
 Focus,2017,10998,Manual,49742,Diesel,150,74.3,1.5
 Focus,2016,9470,Manual,40519,Diesel,0,74.3,1.5
 Focus,2016,10995,Manual,25325,Petrol,20,60.1,1.0
 Focus,2016,14500,Manual,35000,Petrol,205,41.5,2.0
 Focus,2018,14990,Manual,4215,Petrol,145,58.9,1.0
 Focus,2016,11280,Manual,10492,Petrol,20,60.1,1.0
 Focus,2018,16998,Manual,8488,Diesel,150,70.6,2.0
 Focus,2018,13498,Manual,11206,Petrol,145,57.7,1.0
 Focus,2018,13341,Manual,14064,Petrol,145,57.7,1.0
 Focus,2018,12997,Manual,7888,Petrol,145,60.1,1.0
 Focus,2017,10490,Manual,28310,Petrol,145,60.1,1.0
 Focus,2015,8998,Manual,25199,Diesel,0,74.3,1.5
 Focus,2015,10298,Manual,12511,Petrol,125,51.4,1.5
 Focus,2016,9599,Manual,25625,Diesel,0,74.3,1.5
 Focus,2017,10797,Manual,20967,Petrol,145,60.1,1.0
 Focus,2018,13997,Manual,8005,Petrol,145,57.7,1.0
 Focus,2018,13497,Manual,12565,Petrol,145,57.7,1.0
 Focus,2017,18997,Manual,20112,Petrol,145,41.5,2.0
 Focus,2019,17890,Manual,6927,Petrol,145,60.1,1.0
 Focus,2019,20695,Automatic,1561,Diesel,145,64.2,2.0
 Focus,2018,14700,Manual,5726,Petrol,145,57.7,1.0
 Focus,2015,7298,Manual,44149,Petrol,20,60.1,1.0
 Focus,2018,10998,Manual,21456,Petrol,150,60.1,1.0
 Focus,2017,10698,Manual,41068,Diesel,0,74.3,1.5
 Focus,2018,13250,Manual,14984,Petrol,150,57.7,1.0
 Focus,2016,9200,Manual,43792,Petrol,20,61.4,1.0
 Focus,2013,5290,Manual,65607,Petrol,20,58.9,1.0
 Focus,2016,8249,Manual,34887,Petrol,20,60.1,1.0
 Focus,2017,9900,Manual,26345,Petrol,145,61.4,1.0
 Focus,2017,8790,Manual,41093,Diesel,145,74.3,1.5
 Focus,2018,12995,Manual,7804,Petrol,145,57.7,1.0
 Focus,2015,7995,Manual,48000,Diesel,0,74.3,1.5
 Focus,2015,6990,Manual,66992,Diesel,0,74.3,1.5
 Focus,2017,10345,Manual,31913,Diesel,145,74.3,1.5
 Focus,2018,12000,Manual,11285,Petrol,150,60.1,1.0
 Focus,2017,10380,Manual,22945,Petrol,145,61.4,1.0
 Focus,2019,14698,Manual,17640,Petrol,150,58.9,1.0
 Focus,2018,13500,Manual,24417,Petrol,145,57.7,1.0
 Focus,2014,7676,Manual,35201,Petrol,30,56.5,1.0
 Focus,2016,14237,Manual,25780,Diesel,20,67.3,2.0
 Focus,2018,14280,Manual,8900,Petrol,145,57.7,1.0
 Focus,2013,5902,Manual,57890,Diesel,20,67.3,1.6
 Focus,2017,11000,Manual,10053,Petrol,145,60.1,1.0
 Focus,2018,12390,Manual,3345,Petrol,145,61.4,1.0
 Focus,2019,13990,Manual,15178,Petrol,145,60.1,1.0
 Focus,2016,9298,Manual,46377,Diesel,0,74.3,1.5
 Focus,2014,6780,Manual,44081,Petrol,20,58.9,1.0
 Focus,2016,9499,Manual,35529,Petrol,20,60.1,1.0
 Focus,2017,9500,Manual,21861,Diesel,0,74.3,1.5
 Focus,2013,6100,Manual,48659,Petrol,20,58.9,1.0
 Focus,2013,5960,Manual,55253,Diesel,20,67.3,1.6
 Focus,2017,12990,Manual,11233,Diesel,145,74.3,1.5
 Focus,2019,15690,Manual,10000,Diesel,145,74.3,1.5
 Focus,2020,22990,Automatic,185,Diesel,145,54.3,1.5
 Focus,2019,18999,Manual,2200,Petrol,145,49.6,1.0
 Focus,2014,6701,Manual,50000,Diesel,0,76.4,1.6
 Focus,2015,8000,Manual,51194,Diesel,0,74.3,1.5
 Focus,2015,7981,Manual,40000,Petrol,20,60.1,1.0
 Focus,2014,8698,Manual,23540,Petrol,20,60.1,1.0
 Focus,2017,13298,Manual,9162,Petrol,125,51.4,1.5
 Focus,2019,14598,Manual,13882,Petrol,145,58.9,1.0
 Focus,2017,17750,Manual,19510,Diesel,20,67.3,2.0
 Focus,2019,17520,Manual,3758,Petrol,145,60.1,1.0
 Focus,2019,19230,Manual,2894,Petrol,145,60.1,1.0
 Focus,2019,17390,Manual,3058,Petrol,145,60.1,1.0
 Focus,2019,26030,Manual,3919,Petrol,145,34.5,2.3
 Focus,2019,19300,Automatic,2662,Diesel,145,50.4,1.5
 Focus,2019,20390,Automatic,6644,Diesel,145,49.6,2.0
 Focus,2019,17200,Manual,6984,Diesel,145,61.4,1.5
 Focus,2019,17800,Manual,4487,Diesel,145,62.8,2.0
 Focus,2019,17410,Manual,2117,Petrol,145,60.1,1.0
 Focus,2019,17520,Manual,4892,Petrol,145,60.1,1.0
 Focus,2019,17390,Manual,2905,Petrol,145,60.1,1.0
 Focus,2018,15500,Manual,10286,Petrol,145,58.9,1.0
 Focus,2017,11200,Manual,11133,Diesel,145,74.3,1.5
 Focus,2015,7871,Manual,37012,Petrol,20,61.4,1.0
 Focus,2016,15291,Manual,36706,Diesel,20,67.3,2.0
 Focus,2015,7600,Manual,46660,Diesel,0,74.3,1.5
 Focus,2019,17300,Manual,5294,Petrol,145,60.1,1.0
 Focus,2019,16730,Manual,4725,Petrol,145,58.9,1.0
 Focus,2017,12410,Manual,4948,Diesel,145,74.3,1.5
 Focus,2016,7500,Manual,70709,Diesel,0,74.3,1.5
 Focus,2019,17450,Manual,4650,Petrol,145,60.1,1.0
 Focus,2018,12950,Manual,21149,Petrol,145,57.7,1.0
 Focus,2017,8950,Manual,35450,Petrol,145,60.1,1.0
 Focus,2019,14450,Manual,8508,Petrol,145,58.9,1.0
 Focus,2015,8151,Manual,65121,Diesel,0,74.3,1.5
 Focus,2014,7950,Manual,23691,Petrol,20,60.1,1.0
 Focus,2018,10999,Manual,12528,Petrol,145,61.4,1.0
 Focus,2017,12950,Manual,14842,Petrol,145,57.7,1.0
 Focus,2017,10250,Manual,24659,Diesel,0,74.3,1.5
 Focus,2018,12999,Manual,12428,Petrol,145,57.7,1.0
 Focus,2017,11253,Manual,9793,Petrol,145,61.4,1.0
 Focus,2018,12650,Manual,18442,Petrol,145,57.7,1.0
 Focus,2017,11999,Manual,14662,Petrol,145,60.1,1.0
 Focus,2018,19450,Manual,12250,Petrol,145,41.5,2.0
 Focus,2018,13650,Manual,8761,Petrol,145,57.7,1.0
 Focus,2018,13250,Manual,13638,Petrol,145,57.7,1.0
 Focus,2018,13450,Manual,17897,Petrol,145,57.7,1.0
 Focus,2019,16950,Manual,9212,Petrol,145,60.1,1.0
 Focus,2019,16450,Manual,6108,Petrol,145,49.6,1.0
 Focus,2018,10750,Manual,18954,Petrol,145,61.4,1.0
 Focus,2017,10950,Manual,15640,Petrol,145,61.4,1.0
 Focus,2017,10950,Manual,14301,Petrol,145,61.4,1.0
 Focus,2018,12950,Manual,15442,Petrol,145,57.7,1.0
 Focus,2019,17790,Manual,5920,Petrol,145,60.1,1.0
 Focus,2017,9620,Automatic,25668,Petrol,125,51.4,1.0
 Focus,2018,13950,Manual,10467,Petrol,145,57.7,1.0
 Focus,2018,11250,Manual,12302,Petrol,145,61.4,1.0
 Focus,2019,15950,Manual,6283,Petrol,145,60.1,1.0
 Focus,2017,12247,Manual,9865,Petrol,145,60.1,1.0
 Focus,2017,9999,Manual,20613,Petrol,145,60.1,1.0
 Focus,2018,13617,Manual,7166,Petrol,145,57.7,1.0
 Focus,2018,17450,Manual,9633,Diesel,145,67.3,2.0
 Focus,2018,13450,Manual,19729,Petrol,145,57.7,1.0
 Focus,2016,11450,Manual,16006,Petrol,20,60.1,1.0
 Focus,2019,15750,Manual,4637,Petrol,145,60.1,1.0
 Focus,2019,15920,Manual,4798,Petrol,145,49.6,1.0
 Focus,2018,19766,Manual,5071,Petrol,145,41.5,2.0
 Focus,2018,13157,Manual,12967,Petrol,145,57.7,1.0
 Focus,2017,10750,Manual,14436,Petrol,20,60.1,1.0
 Focus,2019,15490,Manual,7885,Diesel,145,74.3,1.5
 Focus,2019,15763,Automatic,11773,Diesel,145,74.3,1.5
 Focus,2018,11999,Manual,30699,Petrol,145,50.4,1.5
 Focus,2018,15498,Manual,27654,Diesel,145,80.7,1.5
 Focus,2018,11698,Manual,19359,Petrol,145,61.4,1.0
 Focus,2019,21995,Manual,10,Petrol,145,49.6,1.0
 Focus,2019,16495,Automatic,11689,Petrol,145,48.7,1.0
 Focus,2019,16995,Manual,10000,Diesel,145,74.3,1.5
 Focus,2018,12250,Manual,8586,Petrol,145,60.1,1.0
 Focus,2017,11450,Manual,18095,Petrol,145,60.1,1.0
 Focus,2013,5297,Manual,69420,Petrol,30,56.5,1.0
 Focus,2018,12950,Manual,15916,Petrol,145,57.7,1.0
 Focus,2017,9497,Manual,32688,Petrol,20,61.4,1.0
 Focus,2018,11997,Manual,13146,Petrol,145,60.1,1.0
 Focus,2018,12795,Manual,18569,Petrol,150,57.7,1.0
 Focus,2019,17495,Manual,11885,Petrol,150,49.6,1.0
 Focus,2019,17495,Manual,11939,Petrol,150,49.6,1.0
 Focus,2017,8498,Manual,51643,Petrol,20,61.4,1.0
 Focus,2018,13698,Manual,23732,Petrol,145,60.1,1.0
 Focus,2018,10597,Manual,17916,Petrol,145,61.4,1.0
 Focus,2016,7897,Manual,52570,Diesel,0,74.3,1.5
 Focus,2018,13897,Manual,9174,Petrol,145,57.7,1.0
 Focus,2017,10450,Manual,15267,Petrol,145,60.1,1.0
 Focus,2018,13997,Manual,12655,Petrol,145,57.7,1.0
 Focus,2017,11997,Manual,10708,Petrol,145,60.1,1.0
 Focus,2018,14497,Manual,7066,Petrol,145,57.7,1.0
 Focus,2019,15597,Manual,7231,Petrol,145,60.1,1.0
 Focus,2016,16597,Manual,19065,Petrol,200,41.5,2.0
 Focus,2018,14497,Manual,4212,Petrol,145,57.7,1.0
 Focus,2018,18998,Manual,10901,Petrol,145,41.5,2.0
 Focus,2019,17325,Manual,6325,Petrol,145,60.1,1.0
 Focus,2018,18950,Manual,7777,Petrol,145,41.5,2.0
 Focus,2018,13150,Manual,5055,Petrol,145,57.7,1.0
 Focus,2018,17850,Manual,8781,Petrol,145,41.5,2.0
 Focus,2016,11625,Semi-Auto,15618,Petrol,125,51.4,1.0
 Focus,2019,21925,Automatic,5998,Diesel,145,64.2,2.0
 Focus,2018,11250,Manual,19338,Petrol,145,61.4,1.0
 Focus,2019,17725,Manual,10857,Diesel,145,74.3,1.5
 Focus,2016,10142,Manual,31500,Diesel,0,74.3,1.5
 Focus,2017,10450,Manual,29254,Petrol,20,60.1,1.0
 Focus,2017,11450,Manual,20266,Petrol,145,60.1,1.0
 Focus,2017,17950,Manual,27188,Petrol,145,41.5,2.0
 Focus,2017,10950,Manual,27086,Petrol,20,60.1,1.0
 Focus,2018,16625,Manual,12690,Petrol,145,60.1,1.0
 Focus,2018,13250,Manual,8976,Petrol,145,57.7,1.0
 Focus,2017,9551,Manual,49311,Diesel,150,74.3,1.5
 Focus,2016,15795,Manual,18646,Petrol,200,41.5,2.0
 Focus,2018,11397,Manual,14668,Petrol,145,61.4,1.0
 Focus,2017,11697,Manual,20744,Petrol,145,60.1,1.0
 Focus,2019,19950,Manual,2583,Petrol,145,51.4,1.5
 Focus,2019,15391,Manual,3591,Petrol,145,49.6,1.0
 Focus,2016,11220,Manual,21922,Petrol,125,51.4,1.5
 Focus,2014,6997,Manual,37396,Petrol,30,56.5,1.0
 Focus,2019,15497,Manual,1310,Petrol,145,58.9,1.0
 Focus,2016,9897,Manual,35199,Petrol,20,60.1,1.0
 Focus,2016,15998,Manual,26023,Diesel,20,67.3,2.0
 Focus,2016,9059,Manual,57477,Diesel,0,74.3,1.5
 Focus,2019,17520,Manual,7562,Petrol,145,60.1,1.0
 Focus,2019,21972,Manual,1011,Petrol,145,60.1,1.0
 Focus,2019,19000,Manual,4753,Petrol,145,60.1,1.0
 Focus,2019,19000,Manual,3400,Petrol,145,60.1,1.0
 Focus,2019,15780,Manual,5372,Diesel,145,74.3,1.5
 Focus,2015,8798,Manual,33539,Diesel,0,74.3,1.5
 Focus,2019,14498,Manual,12739,Petrol,145,58.9,1.0
 Focus,2018,18998,Manual,20145,Petrol,145,41.5,2.0
 Focus,2014,7298,Manual,62125,Diesel,20,67.3,1.6
 Focus,2018,13597,Manual,11148,Petrol,145,57.7,1.0
 Focus,2015,8497,Manual,39588,Diesel,0,74.3,1.5
 Focus,2017,9798,Manual,32160,Petrol,20,60.1,1.0
 Focus,2015,7990,Manual,27792,Petrol,20,61.4,1.0
 Focus,2017,10998,Manual,7426,Petrol,20,60.1,1.0
 Focus,2018,14495,Manual,16210,Diesel,145,80.7,1.5
 Focus,2017,17998,Manual,16001,Diesel,145,67.3,2.0
 Focus,2016,14998,Manual,41157,Petrol,205,41.5,2.0
 Focus,2016,13498,Manual,44106,Diesel,20,67.3,2.0
 Focus,2015,7600,Manual,43919,Petrol,20,61.4,1.0
 Focus,2017,10390,Manual,30261,Diesel,0,74.3,1.5
 Focus,2019,17890,Automatic,11834,Diesel,145,64.2,2.0
 Focus,2013,6921,Manual,24433,Diesel,20,67.3,1.6
 Focus,2019,17520,Manual,2798,Petrol,145,60.1,1.0
 Focus,2019,17520,Manual,4792,Petrol,145,60.1,1.0
 Focus,2019,17520,Manual,6871,Petrol,145,60.1,1.0
 Focus,2019,15600,Manual,10900,Petrol,145,58.9,1.0
 Focus,2014,12500,Manual,45599,Petrol,235,39.2,2.0
 Focus,2018,13995,Manual,11612,Petrol,150,57.7,1.0
 Focus,2017,11600,Manual,23500,Petrol,145,60.1,1.0
 Focus,2018,18000,Manual,5909,Petrol,145,41.5,2.0
 Focus,2017,18490,Manual,14457,Diesel,145,67.3,2.0
 Focus,2018,10995,Manual,28526,Diesel,145,74.3,1.5
 Focus,2017,11999,Manual,2240,Petrol,20,60.1,1.0
 Focus,2017,26900,Manual,14929,Petrol,150,36.7,2.3
 Focus,2015,10000,Manual,27097,Diesel,0,74.3,1.5
 Focus,2019,6900,Manual,26443,Petrol,145,60.1,1.0
 Focus,2019,24900,Manual,10836,Diesel,145,50.4,2.0
 Focus,2016,10500,Manual,15610,Petrol,20,61.4,1.0
 Focus,2018,18990,Manual,11350,Diesel,145,67.3,2.0
 Focus,2018,13498,Manual,15012,Petrol,150,57.7,1.0
 Focus,2016,8895,Manual,25487,Petrol,20,60.1,1.0
 Focus,2018,12595,Manual,13768,Petrol,145,60.1,1.0
 Focus,2018,15490,Manual,26491,Diesel,145,74.3,1.5
 Focus,2017,13990,Manual,10000,Petrol,145,60.1,1.0
 Focus,2019,15995,Manual,10279,Petrol,145,58.9,1.0
 Focus,2014,7800,Manual,30500,Diesel,20,67.3,1.6
 Focus,2018,18990,Manual,8213,Diesel,145,67.3,2.0
 Focus,2019,17295,Automatic,3366,Diesel,145,53.3,1.5
 Focus,2018,12995,Manual,18300,Petrol,145,57.7,1.0
 Focus,2018,18295,Manual,21800,Petrol,145,41.5,2.0
 Focus,2018,11995,Manual,24000,Petrol,145,57.7,1.0
 Focus,2018,12395,Manual,21000,Petrol,150,57.7,1.0
 Focus,2018,18998,Manual,18003,Diesel,145,67.3,2.0
 Focus,2018,12400,Manual,14130,Diesel,145,74.3,1.5
 Focus,2018,12500,Manual,19730,Petrol,145,57.7,1.0
 Focus,2017,11200,Manual,15410,Diesel,145,74.3,1.5
 Focus,2018,13000,Manual,8026,Petrol,145,57.7,1.0
 Focus,2017,16000,Manual,23708,Petrol,145,41.5,2.0
 Focus,2018,13000,Manual,11842,Petrol,150,57.7,1.0
 Focus,2017,10998,Manual,31265,Petrol,150,60.1,1.0
 Focus,2019,16195,Manual,8132,Petrol,145,60.1,1.0
 Focus,2019,17995,Manual,90,Petrol,145,49.6,1.0
 Focus,2017,9900,Manual,35452,Diesel,145,74.3,1.5
 Focus,2017,16500,Manual,21617,Diesel,145,67.3,2.0
 Focus,2017,11900,Manual,9574,Petrol,20,60.1,1.0
 Focus,2017,16500,Manual,18549,Petrol,200,41.5,2.0
 Focus,2018,17498,Manual,30690,Diesel,145,67.3,2.0
 Focus,2018,12498,Manual,13559,Petrol,145,60.1,1.0
 Focus,2019,16998,Manual,22859,Petrol,145,60.1,1.0
 Focus,2019,17590,Manual,12095,Diesel,145,74.3,1.5
 Focus,2018,11490,Manual,17152,Petrol,145,61.4,1.0
 Focus,2019,15990,Manual,12814,Diesel,145,74.3,1.5
 Focus,2017,15750,Manual,19694,Petrol,145,41.5,2.0
 Focus,2019,15400,Manual,9845,Petrol,145,60.1,1.0
 Focus,2019,15360,Manual,12221,Petrol,145,60.1,1.0
 Focus,2019,15760,Manual,10282,Diesel,145,74.3,1.5
 Focus,2019,15270,Manual,12100,Petrol,145,60.1,1.0
 Focus,2019,16030,Manual,10111,Diesel,145,74.3,1.5
 Focus,2019,15750,Manual,6388,Diesel,145,74.3,1.5
 Focus,2019,15510,Manual,15811,Diesel,145,74.3,1.5
 Focus,2017,11498,Manual,15430,Diesel,0,74.3,1.5
 Focus,2019,15960,Manual,12388,Diesel,145,74.3,1.5
 Focus,2019,15950,Manual,9550,Diesel,145,74.3,1.5
 Focus,2017,13430,Manual,19859,Diesel,145,74.3,1.5
 Focus,2018,17400,Manual,14398,Petrol,145,41.5,2.0
 Focus,2016,8498,Manual,49974,Diesel,0,74.3,1.5
 Focus,2017,13298,Manual,8794,Diesel,150,74.3,1.5
 Focus,2017,10998,Manual,15265,Petrol,150,60.1,1.0
 Focus,2017,18610,Manual,10843,Petrol,200,41.5,2.0
 Focus,2017,8540,Manual,35210,Petrol,20,61.4,1.0
 Focus,2019,15580,Manual,5011,Petrol,145,60.1,1.0
 Focus,2020,20491,Automatic,4841,Diesel,145,74.3,1.5
 Focus,2016,10000,Manual,9012,Petrol,20,61.4,1.0
 Focus,2016,9450,Manual,15545,Diesel,0,74.3,1.5
 Focus,2019,14740,Manual,13451,Petrol,145,58.9,1.0
 Focus,2017,10000,Manual,20533,Petrol,145,61.4,1.0
 Focus,2018,12050,Manual,19460,Petrol,145,51.4,1.5
 Focus,2019,18550,Automatic,5016,Diesel,145,64.2,2.0
 Focus,2015,6730,Manual,65825,Diesel,0,74.3,1.5
 Focus,2018,18491,Manual,12117,Petrol,150,41.5,2.0
 Focus,2018,11779,Semi-Auto,11011,Petrol,150,51.4,1.0
 Focus,2017,10595,Manual,28303,Diesel,145,74.3,1.5
 Focus,2017,10057,Manual,15019,Petrol,145,61.4,1.0
 Focus,2018,11991,Manual,10662,Petrol,150,60.1,1.0
 Focus,2016,9321,Manual,31136,Petrol,20,60.1,1.0
 Focus,2013,5995,Manual,77886,Diesel,20,67.3,1.6
 Focus,2018,17290,Manual,9954,Petrol,145,60.1,1.0
 Focus,2018,12000,Manual,15071,Diesel,145,74.3,1.5
 Focus,2017,10820,Manual,15892,Petrol,20,61.4,1.0
 Focus,2018,17498,Manual,28068,Diesel,145,67.3,2.0
 Focus,2017,10498,Manual,6736,Petrol,20,60.1,1.0
 Focus,2019,15470,Manual,5852,Petrol,145,60.1,1.0
 Focus,2019,15470,Manual,3422,Petrol,145,60.1,1.0
 Focus,2019,15390,Manual,10235,Petrol,145,60.1,1.0
 Focus,2019,15590,Manual,6484,Petrol,145,60.1,1.0
 Focus,2019,15590,Manual,8000,Petrol,145,60.1,1.0
 Focus,2017,10731,Manual,16768,Diesel,145,74.3,1.5
 Focus,2018,11250,Manual,7330,Petrol,145,60.1,1.0
 Focus,2017,9991,Manual,19907,Petrol,20,61.4,1.0
 Focus,2017,17750,Manual,5597,Petrol,145,41.5,2.0
 Focus,2019,14291,Manual,13649,Petrol,145,58.9,1.0
 Focus,2017,8870,Manual,45151,Diesel,145,74.3,1.5
 Focus,2018,13380,Manual,9695,Petrol,145,61.4,1.0
 Focus,2019,14991,Manual,13712,Petrol,145,58.9,1.0
 Focus,2013,6250,Manual,52328,Petrol,30,56.5,1.0
 Focus,2018,13060,Manual,11710,Petrol,145,60.1,1.0
 Focus,2017,9290,Manual,35006,Petrol,145,60.1,1.0
 Focus,2018,14370,Manual,7024,Diesel,145,74.3,1.5
 Focus,2017,12430,Semi-Auto,16515,Petrol,125,51.4,1.0
 Focus,2014,8391,Manual,11254,Petrol,30,56.5,1.0
 Focus,2020,20991,Automatic,3767,Diesel,145,74.3,1.5
 Focus,2019,15460,Manual,6810,Petrol,145,60.1,1.0
 Focus,2014,6791,Manual,44117,Petrol,20,61.4,1.0
 Focus,2019,14491,Manual,11325,Petrol,145,58.9,1.0
 Focus,2018,12390,Manual,12664,Petrol,145,57.7,1.0
 Focus,2017,10170,Manual,42903,Diesel,145,74.3,1.5
 Focus,2015,7380,Manual,50360,Diesel,0,74.3,1.5
 Focus,2017,11998,Manual,9080,Petrol,20,61.4,1.0
 Focus,2019,19240,Automatic,13890,Diesel,145,49.6,2.0
 Focus,2019,26230,Manual,3802,Petrol,145,34.5,2.3
 Focus,2015,9380,Manual,21945,Petrol,20,60.1,1.0
 Focus,2018,19395,Manual,7506,Diesel,145,67.3,2.0
 Focus,2018,13350,Semi-Auto,8207,Petrol,145,51.4,1.0
 Focus,2013,6991,Manual,29353,Petrol,30,56.5,1.0
 Focus,2017,18047,Manual,15309,Petrol,145,41.5,2.0
 Focus,2019,15940,Manual,6259,Diesel,145,80.7,1.5
 Focus,2017,11491,Manual,19399,Diesel,0,74.3,1.5
 Focus,2018,18250,Manual,17227,Petrol,145,41.5,2.0
 Focus,2015,8270,Manual,33203,Diesel,0,74.3,1.5
 Focus,2019,16860,Manual,7100,Petrol,145,60.1,1.0
 Focus,2019,15000,Manual,6602,Petrol,145,60.1,1.0
 Focus,2019,24290,Manual,9248,Petrol,145,34.5,2.3
 Focus,2017,10980,Manual,23928,Petrol,20,60.1,1.0
 Focus,2018,13580,Manual,7983,Petrol,145,58.9,1.0
 Focus,2018,18497,Manual,13169,Petrol,145,41.5,2.0
 Focus,2016,8600,Manual,46923,Diesel,0,74.3,1.5
 Focus,2017,11620,Manual,26508,Diesel,145,74.3,1.5
 Focus,2020,20390,Automatic,5750,Diesel,145,74.3,1.5
 Focus,2014,10302,Manual,75359,Petrol,235,39.2,2.0
 Focus,2016,9910,Manual,56798,Diesel,0,74.3,1.5
 Focus,2019,15530,Manual,3061,Petrol,145,60.1,1.0
 Focus,2016,8780,Manual,37460,Diesel,0,74.3,1.5
 Focus,2018,18600,Manual,14005,Petrol,145,41.5,2.0
 Focus,2017,18367,Manual,14535,Petrol,145,41.5,2.0
 Focus,2017,17267,Manual,16282,Petrol,145,41.5,2.0
 Focus,2016,10700,Automatic,25259,Petrol,125,51.4,1.0
 Focus,2016,9000,Manual,34475,Diesel,0,74.3,1.5
 Focus,2017,15670,Manual,29824,Petrol,145,41.5,2.0
 Focus,2014,8110,Semi-Auto,18234,Petrol,160,44.1,1.6
 Focus,2014,7211,Manual,67951,Diesel,125,56.5,2.0
 Focus,2018,18367,Manual,21675,Petrol,145,41.5,2.0
 Focus,2019,15170,Manual,11085,Diesel,145,80.7,1.5
 Focus,2019,14390,Manual,11543,Petrol,145,60.1,1.0
 Focus,2019,17420,Manual,5920,Petrol,145,60.1,1.0
 Focus,2019,17520,Manual,5127,Petrol,145,60.1,1.0
 Focus,2019,17520,Manual,8459,Petrol,145,60.1,1.0
 Focus,2019,17520,Manual,4487,Petrol,145,60.1,1.0
 Focus,2019,16530,Manual,5000,Petrol,145,60.1,1.0
 Focus,2018,11950,Manual,15654,Diesel,145,74.3,1.5
 Focus,2017,10995,Manual,21020,Diesel,0,74.3,1.5
 Focus,2017,12995,Manual,13013,Petrol,145,57.7,1.0
 Focus,2014,5995,Manual,65000,Petrol,20,58.9,1.0
 Focus,2018,13250,Manual,7000,Petrol,145,57.7,1.0
 Focus,2018,12591,Manual,32860,Diesel,145,74.3,1.5
 Focus,2017,12380,Automatic,24111,Petrol,145,46.3,1.5
 Focus,2019,13560,Manual,9871,Petrol,150,60.1,1.0
 Focus,2017,8891,Manual,38389,Petrol,145,61.4,1.0
 Focus,2016,10491,Manual,30970,Diesel,0,74.3,1.5
 Focus,2017,10991,Manual,29865,Diesel,0,74.3,1.5
 Focus,2019,19500,Automatic,5091,Diesel,145,54.3,1.5
 Focus,2019,25520,Manual,6499,Petrol,145,34.5,2.3
 Focus,2019,16890,Manual,9938,Diesel,145,61.4,1.5
 Focus,2017,9740,Manual,40828,Diesel,145,74.3,1.5
 Focus,2017,17750,Manual,7199,Petrol,145,41.5,2.0
 Focus,2019,18020,Automatic,4084,Diesel,145,53.3,1.5
 Focus,2017,17997,Manual,10200,Diesel,145,67.3,2.0
 Focus,2018,11969,Manual,24634,Diesel,145,74.3,1.5
 Focus,2018,18797,Manual,11597,Diesel,145,67.3,2.0
 Focus,2019,18520,Manual,9435,Petrol,145,50.4,1.5
 Focus,2019,19950,Manual,1103,Petrol,145,50.4,1.5
 Focus,2019,16410,Manual,13245,Diesel,145,74.3,1.5
 Focus,2018,20995,Manual,965,Petrol,145,60.1,1.0
 Focus,2013,5391,Manual,65824,Petrol,150,47.9,1.6
 Focus,2015,8540,Manual,50004,Diesel,0,74.3,1.5
 Focus,2017,16757,Automatic,24187,Diesel,30,61.4,2.0
 Focus,2015,7500,Manual,73831,Diesel,0,74.3,1.5
 Focus,2017,10680,Manual,13219,Petrol,145,61.4,1.0
 Focus,2019,19210,Manual,9024,Petrol,145,58.9,1.0
 Focus,2018,11000,Manual,10822,Petrol,145,60.1,1.0
 Focus,2016,10291,Manual,25957,Diesel,0,74.3,1.5
 Focus,2013,9891,Manual,64470,Petrol,235,39.2,2.0
 Focus,2018,19491,Manual,10001,Petrol,145,41.5,2.0
 Focus,2018,13980,Manual,7527,Petrol,145,58.9,1.0
 Focus,2015,9880,Semi-Auto,13370,Petrol,160,44.8,1.6
 Focus,2017,17197,Manual,22093,Diesel,145,67.3,2.0
 Focus,2018,14791,Manual,10103,Petrol,145,58.9,1.0
 Focus,2019,17520,Manual,5236,Petrol,145,60.1,1.0
 Focus,2017,10620,Manual,29475,Diesel,0,74.3,1.5
 Focus,2018,12491,Manual,9712,Petrol,145,60.1,1.0
 Focus,2018,13271,Manual,5467,Petrol,145,60.1,1.0
 Focus,2015,7660,Manual,54224,Petrol,20,60.1,1.0
 Focus,2019,15590,Manual,5739,Petrol,145,60.1,1.0
 Focus,2019,14990,Manual,11365,Petrol,145,60.1,1.0
 Focus,2019,17217,Manual,2492,Petrol,145,60.1,1.0
 Focus,2017,10000,Manual,16330,Petrol,145,60.1,1.0
 Focus,2018,17495,Semi-Auto,36413,Diesel,145,61.4,2.0
 Focus,2017,10250,Manual,14950,Petrol,145,61.4,1.0
 Focus,2019,17990,Manual,4877,Petrol,145,60.1,1.0
 Focus,2018,13700,Manual,10606,Petrol,145,57.7,1.0
 Focus,2018,13220,Manual,13892,Diesel,145,74.3,1.5
 Focus,2016,10790,Automatic,32294,Diesel,0,74.3,1.5
 Focus,2013,6940,Manual,48336,Diesel,20,67.3,1.6
 Focus,2019,16410,Manual,5,Diesel,145,74.3,1.5
 Focus,2019,15590,Manual,8895,Petrol,145,60.1,1.0
 Focus,2016,15066,Manual,33566,Diesel,20,67.3,2.0
 Focus,2015,8500,Manual,32620,Diesel,0,74.3,1.5
 Focus,2017,12891,Automatic,13800,Petrol,145,46.3,1.5
 Focus,2017,9920,Automatic,49031,Petrol,145,46.3,1.5
 Focus,2017,11510,Semi-Auto,18150,Petrol,125,51.4,1.0
 Focus,2018,11800,Manual,25339,Diesel,145,74.3,1.5
 Focus,2019,15290,Manual,10056,Petrol,145,58.9,1.0
